Suburb,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,BuildingArea,CouncilArea,Regionname,Propertycount,StreetType,WeekdaySale,Weekend,MonthSale,AgeBuilding,MeanRoomsArea
Balwyn,5,h,VB,RT,2016-11-27,9.7,3103,5,4,3,126.0,Boroondara,Southern Metropolitan,5682,St,6,1,11,46,9.0
Balwyn,3,t,S,hockingstuart,2016-05-28,9.7,3103,3,2,1,126.0,Boroondara,Southern Metropolitan,5682,Rd,5,1,5,76,15.75
Balwyn,5,h,PI,Jellis,2016-05-28,9.7,3103,5,3,2,420.0,Boroondara,Southern Metropolitan,5682,Rd,5,1,5,7,32.30769230769231
Balwyn,3,h,S,Jellis,2016-05-28,9.7,3103,4,2,2,126.0,Boroondara,Southern Metropolitan,5682,Rd,5,1,5,46,14.0
Balwyn,5,h,S,Marshall,2016-05-28,9.7,3103,4,2,2,260.0,Boroondara,Southern Metropolitan,5682,St,5,1,5,56,23.636363636363637
Balwyn,3,h,S,Fletchers,2016-05-28,9.7,3103,2,1,2,126.0,Boroondara,Southern Metropolitan,5682,St,5,1,5,46,21.0
Balwyn,2,u,S,hockingstuart,2016-08-28,9.7,3103,2,1,1,80.0,Boroondara,Southern Metropolitan,5682,St,6,1,8,56,16.0
Balwyn,5,h,PI,Jellis,2016-08-28,9.7,3103,5,7,6,126.0,Boroondara,Southern Metropolitan,5682,St,6,1,8,46,7.411764705882353
Balwyn,3,h,SP,Noel,2016-08-28,9.7,3103,3,2,2,190.0,Boroondara,Southern Metropolitan,5682,Rd,6,1,8,5,23.75
Balwyn,3,h,S,Fletchers,2016-08-28,9.7,3103,3,1,1,126.0,Boroondara,Southern Metropolitan,5682,St,6,1,8,66,18.0
Balwyn,4,h,VB,Marshall,2016-07-30,9.7,3103,3,1,1,115.0,Boroondara,Southern Metropolitan,5682,St,5,1,7,81,14.375
Balwyn,2,h,PI,Marshall,2016-07-30,9.7,3103,2,0,0,126.0,Boroondara,Southern Metropolitan,5682,Ct,5,1,7,46,31.5
Balwyn North,3,t,S,hockingstuart,2016-09-03,9.2,3104,3,2,2,167.0,Boroondara,Southern Metropolitan,7809,St,5,1,9,16,20.875
Balwyn North,3,h,PI,Jellis,2016-09-03,9.2,3104,3,2,1,154.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,9,66,19.25
Balwyn North,4,h,S,Jellis,2016-09-03,9.2,3104,4,4,3,275.0,Boroondara,Southern Metropolitan,7809,St,5,1,9,56,22.916666666666668
Balwyn North,2,h,S,Jellis,2016-09-03,9.2,3104,2,1,1,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,9,46,25.2
Balwyn North,7,h,PI,Barry,2016-12-03,9.2,3104,7,2,0,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,12,46,7.875
Balwyn North,4,h,S,Noel,2016-12-03,9.2,3104,4,2,2,185.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,12,61,18.5
Balwyn North,5,h,PI,hockingstuart,2016-12-03,9.2,3104,5,4,2,477.0,Boroondara,Southern Metropolitan,7809,St,5,1,12,1,34.07142857142857
Balwyn North,4,h,VB,Fletchers,2016-12-03,9.2,3104,4,2,2,215.0,Boroondara,Southern Metropolitan,7809,St,5,1,12,61,21.5
Balwyn North,3,h,S,Marshall,2016-12-03,9.2,3104,3,1,2,137.0,Boroondara,Southern Metropolitan,7809,St,5,1,12,66,19.571428571428573
Balwyn North,4,h,PI,RW,2016-12-03,9.2,3104,4,2,2,214.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,12,66,21.4
Balwyn North,3,h,S,hockingstuart,2016-12-03,9.2,3104,3,2,1,160.0,Boroondara,Southern Metropolitan,7809,St,5,1,12,5,20.0
Balwyn North,3,h,S,other,2017-03-04,9.2,3104,3,1,3,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,3,47,18.0
Balwyn North,4,h,S,Kay,2017-03-04,9.2,3104,4,2,2,185.0,Boroondara,Southern Metropolitan,7809,St,5,1,3,57,18.5
Balwyn North,3,h,VB,Jellis,2017-03-04,9.2,3104,3,1,2,124.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,3,67,17.714285714285715
Balwyn North,4,h,S,Fletchers,2017-03-04,9.2,3104,4,2,2,150.0,Boroondara,Southern Metropolitan,7809,St,5,1,3,62,15.0
Balwyn North,4,h,S,Fletchers,2017-03-04,9.2,3104,4,2,3,225.0,Boroondara,Southern Metropolitan,7809,Ct,5,1,3,59,22.5
Balwyn North,4,h,S,Fletchers,2017-03-04,9.2,3104,4,1,4,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,3,47,14.0
Balwyn North,4,h,SP,Jellis,2016-06-04,9.2,3104,4,2,1,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,6,46,12.6
Balwyn North,5,h,PI,Jellis,2016-08-06,9.2,3104,3,4,2,520.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,8,3,43.333333333333336
Balwyn North,4,h,PI,Ray,2016-08-06,9.2,3104,4,3,3,126.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,8,46,11.454545454545455
Balwyn North,3,t,S,other,2016-08-06,9.2,3104,3,2,1,144.0,Boroondara,Southern Metropolitan,7809,St,5,1,8,13,18.0
Balwyn North,3,h,PI,Noel,2016-08-06,9.2,3104,3,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,8,63,15.75
Balwyn North,6,h,S,hockingstuart,2016-05-07,9.2,3104,4,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,5,46,10.5
Balwyn North,4,h,S,hockingstuart,2016-05-07,9.2,3104,4,2,2,330.0,Boroondara,Southern Metropolitan,7809,St,5,1,5,51,33.0
Balwyn North,4,h,VB,Jellis,2016-05-07,9.2,3104,3,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,5,46,14.0
Balwyn North,4,t,S,Jellis,2016-05-07,9.2,3104,4,2,1,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,5,46,12.6
Balwyn North,5,h,VB,Jellis,2016-11-07,9.2,3104,5,3,2,365.0,Boroondara,Southern Metropolitan,7809,Rd,0,0,11,3,28.076923076923077
Balwyn North,4,h,VB,Jellis,2016-11-07,9.2,3104,4,2,2,254.0,Boroondara,Southern Metropolitan,7809,St,0,0,11,26,25.4
Balwyn North,3,h,PI,Marshall,2016-11-07,9.2,3104,3,1,2,126.0,Boroondara,Southern Metropolitan,7809,Rd,0,0,11,46,18.0
Balwyn North,4,h,PI,hockingstuart,2016-10-08,9.2,3104,4,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,10,46,12.6
Balwyn North,4,h,PI,RW,2016-10-08,9.2,3104,4,3,2,275.0,Boroondara,Southern Metropolitan,7809,Ct,5,1,10,46,25.0
Balwyn North,3,u,S,Fletchers,2016-10-08,9.2,3104,3,2,2,126.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,10,46,15.75
Balwyn North,5,h,S,RW,2016-10-08,9.2,3104,4,4,2,154.0,Boroondara,Southern Metropolitan,7809,St,5,1,10,49,11.846153846153847
Balwyn North,4,h,VB,Jellis,2016-09-10,9.2,3104,4,2,2,275.0,Boroondara,Southern Metropolitan,7809,St,5,1,9,23,27.5
Balwyn North,4,h,PI,Jellis,2016-09-10,9.2,3104,4,3,2,355.0,Boroondara,Southern Metropolitan,7809,St,5,1,9,10,32.27272727272727
Balwyn North,4,h,S,Jellis,2016-09-10,9.2,3104,3,2,1,247.0,Boroondara,Southern Metropolitan,7809,St,5,1,9,46,27.444444444444443
Balwyn North,4,h,PI,Jellis,2016-12-10,9.2,3104,4,2,2,126.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,12,77,12.6
Balwyn North,4,h,VB,other,2016-12-10,9.2,3104,4,2,4,165.0,Boroondara,Southern Metropolitan,7809,St,5,1,12,56,16.5
Balwyn North,4,h,S,Marshall,2016-12-10,9.2,3104,4,3,2,247.0,Boroondara,Southern Metropolitan,7809,St,5,1,12,24,22.454545454545453
Balwyn North,2,h,S,Noel,2016-12-10,9.2,3104,2,1,1,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,12,46,25.2
Balwyn North,2,t,S,hockingstuart,2016-12-10,9.2,3104,2,2,2,126.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,12,46,21.0
Balwyn North,4,h,SP,Marshall,2017-03-11,9.2,3104,4,3,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,3,47,11.454545454545455
Balwyn North,5,h,S,hockingstuart,2016-06-12,9.2,3104,3,1,1,126.0,Boroondara,Southern Metropolitan,7809,Rd,6,1,6,66,14.0
Balwyn North,5,h,VB,Noel,2016-06-12,9.2,3104,5,3,2,355.0,Boroondara,Southern Metropolitan,7809,other,6,1,6,61,27.307692307692307
Balwyn North,4,h,VB,Jellis,2016-11-12,9.2,3104,4,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,11,46,12.6
Balwyn North,5,h,SP,Jellis,2016-11-12,9.2,3104,5,2,1,126.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,11,46,10.5
Balwyn North,3,h,S,Marshall,2016-11-12,9.2,3104,3,1,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,11,46,18.0
Balwyn North,3,h,VB,Fletchers,2016-08-13,9.2,3104,3,2,3,168.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,8,56,21.0
Balwyn North,3,h,VB,Noel,2016-08-13,9.2,3104,2,1,2,126.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,8,68,21.0
Balwyn North,3,h,SP,Fletchers,2016-05-14,9.2,3104,3,1,1,126.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,5,46,18.0
Balwyn North,3,h,S,Noel,2016-05-14,9.2,3104,3,3,1,188.0,Boroondara,Southern Metropolitan,7809,St,5,1,5,4,20.88888888888889
Balwyn North,7,h,PI,Barry,2016-05-14,9.2,3104,5,3,3,529.0,Boroondara,Southern Metropolitan,7809,Ct,5,1,5,8,35.266666666666666
Balwyn North,4,h,S,Fletchers,2016-05-14,9.2,3104,3,3,2,232.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,5,46,23.2
Balwyn North,5,h,PI,RW,2016-10-15,9.2,3104,5,2,2,170.0,Boroondara,Southern Metropolitan,7809,St,5,1,10,61,14.166666666666666
Balwyn North,5,h,S,Fletchers,2016-10-15,9.2,3104,5,2,2,244.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,10,66,20.333333333333332
Balwyn North,3,h,PI,Jellis,2016-10-15,9.2,3104,3,1,4,116.0,Boroondara,Southern Metropolitan,7809,St,5,1,10,66,16.571428571428573
Balwyn North,4,h,PI,Nelson,2016-10-15,9.2,3104,4,3,2,50.0,Boroondara,Southern Metropolitan,7809,St,5,1,10,46,4.545454545454546
Balwyn North,3,h,S,Fletchers,2016-10-15,9.2,3104,3,1,1,90.0,Boroondara,Southern Metropolitan,7809,St,5,1,10,86,12.857142857142858
Balwyn North,4,h,SP,Fletchers,2016-04-16,9.2,3104,4,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,4,46,12.6
Balwyn North,4,h,PI,Jellis,2016-04-16,9.2,3104,4,2,2,196.0,Boroondara,Southern Metropolitan,7809,St,5,1,4,56,19.6
Balwyn North,4,h,S,other,2016-04-16,9.2,3104,4,3,1,420.0,Boroondara,Southern Metropolitan,7809,St,5,1,4,13,38.18181818181818
Balwyn North,4,h,S,Jellis,2016-07-16,9.2,3104,4,2,1,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,7,56,12.6
Balwyn North,3,h,S,Noel,2016-07-16,9.2,3104,3,1,2,720.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,7,66,102.85714285714286
Balwyn North,4,h,S,Fletchers,2016-09-17,9.2,3104,3,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,9,46,14.0
Balwyn North,4,h,PI,Marshall,2017-03-18,9.2,3104,4,3,2,170.0,Boroondara,Southern Metropolitan,7809,St,5,1,3,67,15.454545454545455
Balwyn North,4,h,S,Jellis,2017-03-18,9.2,3104,4,1,4,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,3,47,14.0
Balwyn North,2,h,SP,Nelson,2017-03-18,9.2,3104,2,1,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,3,47,25.2
Balwyn North,4,h,S,Fletchers,2017-03-18,9.2,3104,4,2,2,201.0,Boroondara,Southern Metropolitan,7809,St,5,1,3,43,20.1
Balwyn North,4,t,S,Noel,2017-03-18,9.2,3104,4,3,1,200.0,Boroondara,Southern Metropolitan,7809,St,5,1,3,3,18.181818181818183
Balwyn North,3,h,PI,hockingstuart,2016-06-18,9.2,3104,3,1,1,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,6,46,18.0
Balwyn North,4,h,S,Noel,2016-06-18,9.2,3104,4,3,4,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,6,46,11.454545454545455
Balwyn North,5,h,PI,Marshall,2016-06-18,9.2,3104,5,5,4,518.0,Boroondara,Southern Metropolitan,7809,St,5,1,6,3,34.53333333333333
Balwyn North,3,h,S,Jellis,2016-06-18,9.2,3104,4,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,6,46,14.0
Balwyn North,4,h,S,Fletchers,2016-11-19,9.2,3104,4,2,2,250.0,Boroondara,Southern Metropolitan,7809,St,5,1,11,66,25.0
Balwyn North,3,t,S,Fletchers,2016-11-19,9.2,3104,3,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,11,46,15.75
Balwyn North,3,h,VB,Jellis,2016-11-19,9.2,3104,3,2,3,175.0,Boroondara,Southern Metropolitan,7809,St,5,1,11,76,21.875
Balwyn North,2,h,S,Jellis,2016-05-22,9.2,3104,2,1,4,126.0,Boroondara,Southern Metropolitan,7809,St,6,1,5,46,25.2
Balwyn North,2,h,SP,Jellis,2016-05-22,9.2,3104,2,1,1,85.0,Boroondara,Southern Metropolitan,7809,Rd,6,1,5,41,17.0
Balwyn North,6,h,VB,hockingstuart,2016-05-22,9.2,3104,6,1,6,5.0,Boroondara,Southern Metropolitan,7809,St,6,1,5,46,0.38461538461538464
Balwyn North,3,h,S,Fletchers,2016-05-22,9.2,3104,3,2,2,177.0,Boroondara,Southern Metropolitan,7809,St,6,1,5,7,22.125
Balwyn North,3,h,VB,Marshall,2016-08-22,9.2,3104,3,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,0,0,8,46,15.75
Balwyn North,3,h,S,Fletchers,2016-08-22,9.2,3104,3,2,2,126.0,Boroondara,Southern Metropolitan,7809,Rd,0,0,8,46,15.75
Balwyn North,4,h,VB,other,2016-08-22,9.2,3104,4,2,4,165.0,Boroondara,Southern Metropolitan,7809,St,0,0,8,56,16.5
Balwyn North,5,h,VB,hockingstuart,2016-04-23,9.2,3104,5,2,2,126.0,Boroondara,Southern Metropolitan,7809,Rd,5,1,4,46,10.5
Balwyn North,2,u,S,other,2016-04-23,9.2,3104,2,1,1,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,4,46,25.2
Balwyn North,2,u,S,Fletchers,2016-09-24,9.2,3104,2,1,1,112.0,Boroondara,Southern Metropolitan,7809,St,5,1,9,21,22.4
Balwyn North,3,h,S,Jellis,2017-02-25,9.2,3104,3,1,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,2,47,18.0
Balwyn North,4,h,VB,Marshall,2017-02-25,9.2,3104,4,2,2,153.0,Boroondara,Southern Metropolitan,7809,St,5,1,2,67,15.3
Balwyn North,6,h,S,Fletchers,2017-02-25,9.2,3104,6,3,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,2,43,8.4
Balwyn North,5,h,PI,Fletchers,2016-06-27,9.2,3104,5,3,2,200.0,Boroondara,Southern Metropolitan,7809,Rd,0,0,6,55,15.384615384615385
Balwyn North,4,h,PI,hockingstuart,2016-06-27,9.2,3104,4,2,2,198.0,Boroondara,Southern Metropolitan,7809,St,0,0,6,56,19.8
Balwyn North,4,h,VB,Jellis,2016-06-27,9.2,3104,3,2,5,175.0,Boroondara,Southern Metropolitan,7809,St,0,0,6,56,19.444444444444443
Balwyn North,3,t,S,Fletchers,2016-11-27,9.2,3104,3,2,2,126.0,Boroondara,Southern Metropolitan,7809,Rd,6,1,11,6,15.75
Balwyn North,3,h,S,Noel,2016-11-27,9.2,3104,3,1,0,126.0,Boroondara,Southern Metropolitan,7809,Rd,6,1,11,56,18.0
Balwyn North,2,u,S,hockingstuart,2016-11-27,9.2,3104,2,1,1,126.0,Boroondara,Southern Metropolitan,7809,St,6,1,11,66,25.2
Balwyn North,3,h,S,Nelson,2016-11-27,9.2,3104,3,1,2,151.0,Boroondara,Southern Metropolitan,7809,Ct,6,1,11,56,21.571428571428573
Balwyn North,5,h,S,Marshall,2016-11-27,9.2,3104,5,3,2,355.0,Boroondara,Southern Metropolitan,7809,other,6,1,11,61,27.307692307692307
Balwyn North,5,h,S,RT,2016-11-27,9.2,3104,5,2,3,199.0,Boroondara,Southern Metropolitan,7809,Rd,6,1,11,36,16.583333333333332
Balwyn North,5,h,VB,Fletchers,2016-05-28,9.2,3104,7,2,0,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,5,46,9.0
Balwyn North,3,h,S,other,2016-05-28,9.2,3104,3,2,1,144.0,Boroondara,Southern Metropolitan,7809,St,5,1,5,13,18.0
Balwyn North,5,h,PI,hockingstuart,2016-05-28,9.2,3104,4,3,2,193.0,Boroondara,Southern Metropolitan,7809,Pde,5,1,5,66,16.083333333333332
Balwyn North,3,h,PI,hockingstuart,2016-05-28,9.2,3104,3,2,2,126.0,Boroondara,Southern Metropolitan,7809,Dr,5,1,5,19,15.75
Balwyn North,3,h,VB,Kay,2016-08-28,9.2,3104,3,1,2,126.0,Boroondara,Southern Metropolitan,7809,St,6,1,8,46,18.0
Balwyn North,4,h,S,Jellis,2016-08-28,9.2,3104,4,2,3,126.0,Boroondara,Southern Metropolitan,7809,St,6,1,8,46,12.6
Balwyn North,3,h,VB,Fletchers,2016-08-28,9.2,3104,3,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,6,1,8,46,15.75
Balwyn North,4,h,PI,Noel,2016-08-28,9.2,3104,4,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,6,1,8,56,12.6
Balwyn North,3,h,PI,Fletchers,2016-08-28,9.2,3104,3,2,1,147.0,Boroondara,Southern Metropolitan,7809,St,6,1,8,61,18.375
Balwyn North,2,u,S,Fletchers,2016-07-30,9.2,3104,3,1,1,102.0,Boroondara,Southern Metropolitan,7809,St,5,1,7,48,17.0
Balwyn North,5,h,S,Jellis,2016-07-30,9.2,3104,4,2,2,126.0,Boroondara,Southern Metropolitan,7809,St,5,1,7,59,11.454545454545455
Bentleigh,2,u,S,hockingstuart,2016-09-03,13.0,3204,2,1,2,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,9,42,25.2
Bentleigh,2,h,S,Woodards,2016-09-03,13.0,3204,2,1,2,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,9,46,25.2
Bentleigh,3,u,S,hockingstuart,2016-09-03,13.0,3204,3,1,2,121.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,9,66,17.285714285714285
Bentleigh,3,t,PI,Ray,2016-09-03,13.0,3204,3,2,2,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,9,19,15.75
Bentleigh,2,h,S,Woodards,2016-12-03,13.0,3204,2,1,4,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,12,46,25.2
Bentleigh,4,h,S,Woodards,2016-12-03,13.0,3204,4,1,4,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,12,46,14.0
Bentleigh,3,h,S,Buxton,2016-12-03,13.0,3204,3,2,2,143.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,12,56,17.875
Bentleigh,2,t,S,hockingstuart,2016-12-03,13.0,3204,2,1,1,250.0,Glen Eira,Southern Metropolitan,6795,St,5,1,12,46,50.0
Bentleigh,3,h,S,Ray,2016-02-04,13.0,3204,3,2,2,181.0,Glen Eira,Southern Metropolitan,6795,St,3,0,2,16,22.625
Bentleigh,4,h,PI,hockingstuart,2017-03-04,13.0,3204,4,2,2,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,3,47,12.6
Bentleigh,4,h,S,hockingstuart,2016-06-04,13.0,3204,4,3,2,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,6,46,11.454545454545455
Bentleigh,3,t,PI,hockingstuart,2016-06-04,13.0,3204,3,2,1,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,6,91,15.75
Bentleigh,3,h,VB,Buxton,2016-06-04,13.0,3204,3,2,2,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,6,46,15.75
Bentleigh,7,h,S,Ray,2016-06-04,13.0,3204,7,3,4,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,6,66,7.411764705882353
Bentleigh,3,h,S,Buxton,2016-06-04,13.0,3204,3,1,1,127.0,Glen Eira,Southern Metropolitan,6795,St,5,1,6,71,18.142857142857142
Bentleigh,2,u,PI,Buxton,2016-08-06,13.0,3204,2,1,1,69.0,Glen Eira,Southern Metropolitan,6795,St,5,1,8,51,13.8
Bentleigh,4,t,S,hockingstuart,2016-08-06,13.0,3204,3,3,2,212.0,Glen Eira,Southern Metropolitan,6795,St,5,1,8,4,21.2
Bentleigh,3,h,S,Buxton,2016-08-06,13.0,3204,3,1,2,164.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,8,76,23.428571428571427
Bentleigh,4,h,S,Buxton,2016-08-06,13.0,3204,3,2,2,250.0,Glen Eira,Southern Metropolitan,6795,St,5,1,8,88,27.77777777777778
Bentleigh,3,h,PI,hockingstuart,2016-05-07,13.0,3204,3,2,1,222.0,Glen Eira,Southern Metropolitan,6795,St,5,1,5,76,27.75
Bentleigh,4,h,PI,Buxton,2016-11-07,13.0,3204,4,2,2,194.0,Glen Eira,Southern Metropolitan,6795,Rd,0,0,11,76,19.4
Bentleigh,2,h,S,Buxton,2016-11-07,13.0,3204,2,1,1,126.0,Glen Eira,Southern Metropolitan,6795,Rd,0,0,11,46,25.2
Bentleigh,3,h,S,hockingstuart,2016-10-08,13.0,3204,3,1,2,116.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,10,68,16.571428571428573
Bentleigh,3,h,SP,O'Brien,2016-10-08,13.0,3204,3,1,2,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,10,46,18.0
Bentleigh,3,h,S,hockingstuart,2016-10-08,13.0,3204,3,2,1,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,10,46,15.75
Bentleigh,4,h,S,hockingstuart,2016-09-10,13.0,3204,3,2,2,112.0,Glen Eira,Southern Metropolitan,6795,St,5,1,9,76,12.444444444444445
Bentleigh,3,h,S,hockingstuart,2016-09-10,13.0,3204,3,2,1,135.0,Glen Eira,Southern Metropolitan,6795,St,5,1,9,106,16.875
Bentleigh,4,t,S,Buxton,2016-09-10,13.0,3204,4,3,2,205.0,Glen Eira,Southern Metropolitan,6795,St,5,1,9,6,18.636363636363637
Bentleigh,3,h,S,Buxton,2016-09-10,13.0,3204,3,1,4,138.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,9,56,19.714285714285715
Bentleigh,3,h,VB,Woodards,2016-12-10,13.0,3204,3,2,2,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,12,29,15.75
Bentleigh,2,h,SP,Marshall,2016-12-10,13.0,3204,2,1,1,103.0,Glen Eira,Southern Metropolitan,6795,St,5,1,12,76,20.6
Bentleigh,3,t,SP,Buxton,2016-12-10,13.0,3204,3,2,2,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,12,46,15.75
Bentleigh,2,u,SP,hockingstuart,2016-12-10,13.0,3204,2,1,1,92.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,12,56,18.4
Bentleigh,4,h,S,Buxton,2016-12-10,13.0,3204,4,2,4,233.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,12,66,23.3
Bentleigh,4,h,S,hockingstuart,2016-12-10,13.0,3204,4,3,2,353.0,Glen Eira,Southern Metropolitan,6795,St,5,1,12,8,32.09090909090909
Bentleigh,3,h,S,McGrath,2017-02-11,13.0,3204,3,2,2,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,2,67,15.75
Bentleigh,2,u,PI,Buxton,2016-11-12,13.0,3204,2,1,0,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,11,46,25.2
Bentleigh,2,u,S,hockingstuart,2016-11-12,13.0,3204,2,2,3,475.0,Glen Eira,Southern Metropolitan,6795,St,5,1,11,11,79.16666666666667
Bentleigh,4,h,S,hockingstuart,2016-11-12,13.0,3204,4,1,1,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,11,46,14.0
Bentleigh,3,h,PI,hockingstuart,2016-11-12,13.0,3204,3,2,2,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,11,46,15.75
Bentleigh,4,h,PI,McGrath,2016-11-12,13.0,3204,4,2,3,197.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,11,86,19.7
Bentleigh,2,u,S,hockingstuart,2016-08-13,13.0,3204,2,1,1,100.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,8,26,20.0
Bentleigh,3,h,S,Buxton,2016-10-15,13.0,3204,3,1,1,108.0,Glen Eira,Southern Metropolitan,6795,St,5,1,10,66,15.428571428571429
Bentleigh,3,h,S,Buxton,2016-10-15,13.0,3204,3,1,2,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,10,91,18.0
Bentleigh,3,h,SP,Buxton,2016-10-15,13.0,3204,3,2,1,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,10,46,15.75
Bentleigh,3,h,S,Woodards,2016-10-15,13.0,3204,3,2,2,245.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,10,46,30.625
Bentleigh,4,t,S,hockingstuart,2016-10-15,13.0,3204,4,2,3,255.0,Glen Eira,Southern Metropolitan,6795,St,5,1,10,8,25.5
Bentleigh,3,h,S,Buxton,2016-10-15,13.0,3204,3,2,2,126.0,Glen Eira,Southern Metropolitan,6795,Gr,5,1,10,46,15.75
Bentleigh,3,h,S,hockingstuart,2016-10-15,13.0,3204,3,1,2,126.0,Glen Eira,Southern Metropolitan,6795,other,5,1,10,46,18.0
Bentleigh,3,h,S,hockingstuart,2016-04-16,13.0,3204,3,1,2,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,4,46,18.0
Bentleigh,4,h,PI,Buxton,2016-04-16,13.0,3204,4,3,1,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,4,46,11.454545454545455
Bentleigh,3,h,S,hockingstuart,2016-07-16,13.0,3204,3,1,2,143.0,Glen Eira,Southern Metropolitan,6795,St,5,1,7,66,20.428571428571427
Bentleigh,3,h,S,Buxton,2016-07-16,13.0,3204,3,1,2,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,7,46,18.0
Bentleigh,4,h,S,hockingstuart,2016-07-16,13.0,3204,4,2,1,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,7,96,12.6
Bentleigh,3,t,S,hockingstuart,2016-09-17,13.0,3204,3,2,2,126.0,Glen Eira,Southern Metropolitan,6795,St,5,1,9,46,15.75
Bentleigh,3,h,S,Buxton,2016-09-17,13.0,3204,3,2,1,170.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,9,51,21.25
Bentleigh,2,u,S,Ray,2016-09-17,13.0,3204,2,1,2,126.0,Glen Eira,Southern Metropolitan,6795,Rd,5,1,9,46,25.2
